tweet,subjectivity,polarity,score
The attempted COVER-UP of VOTE FRAUD by leftist democrats &amp; the lamestream media propagandists is MASSIVE!!!!,0.8,-0.025,Negative
The attempted COVER-UP of VOTE FRAUD by leftist democrats &amp; the lamestream media propagandists is MASSIVE!!!!!,0.8,-0.025,Negative
"Yes. LAMESTREAM media is not covering the EXPLOSIVE GA video of vote stealing, but oddly, I did not see it on OANN website either!!  WTF???  Stop_the_Hoax",0.625,-0.380208333,Negative
That is why we need to inform and educate ordinary people who rely heavily on lamestream media... ,0.5,-0.225,Negative
" via  
President Trump said do not let the cure be worse than the disease, when will people listen to President Trump and not the Lamestream media that does not care about anything but getting their power back.",0.3,-0.2,Negative
"PATRIOTS.....DO NOT DESPAIR...

THAT'S WHAT THE EVIL 
demonrats/lamestream media 
WANT YOU TO DO.

PRESIDENT TRUMP AND HIS TEAM HAVE AN ENTIRE CARLOAD OF EVIDENCE OF FRAUD THAT HASN'T BEEN PRESENTED TO THE COURTS YET.

WE WILL PREVAIL!!!!! ",0.8125,-0.5,Negative
 Multiple lamestream media outlets call it different. Although they don't count.,0.3,0,Neutral
  Should be retweeted to all our lamestream media. She's hit the nail on the head,0,0,Neutral
 You’re getting an unwarranted amount of heat for an entirely correct opinions. Bounty’s are rank no matter what they’re covered in and the lamestream news media just keeps covering this up imho.,0.7625,-0.4,Negative
"   Funny he forgot to mention DT warp speed vacs available. So if the Rona slows, he’ll take credit &amp; lamestream media will give it to him. Now he &amp; KH say they’ll take the vac.Nothing but hypocrisy and politicization of the Rona.DT said the vac would be here in weeks,they laughed",0.533333333,0.45,Positive
"  The same with Italy - well, Bergamot. Anywhere where  and the other lamestream media goes you know is propaganda. They all needed Trump out bc he refused to fall for their globalist agenda but he's not going anywhere w/out a fight. God willing, he'll succeed.",0.3375,0.00625,Positive
And who’s been dividing this country for the last four years. The Lamestream Media the propaganda arm of the DNC along with the entire DemonRat party. I never thought I would say this but I WILL NEVER VOTE FOR ANY DAMN DEMOCRAT FOR ANY OFFICE FOR THE REST OF MY LIFE! ,0.263888889,-0.033333333,Negative
You never hear the lamestream media talk about production quality on Def Leppard's 'Hysteria'. It isn't taught in schools.,0,0,Neutral
"   The worst thing about this election hoax is not the massive vote of the dead,disappearance of pen drives, the censorship and threats to witnesses, the rigged softwares, the ocean of illegal votes.The most repulsive is the treachures lamestream media against its own people.Filthy!",0.8,-0.05,Negative
"The hypocrisy of lamestream media knows no bounds. EOH is caught in the middle of state capture corruption and scandal, yet it is not referred to as a ""Tshepo Mohela owned company"", like they do with Dr Surve.
Mohela is the owner of Arena Holdings, holding company of Times.",0,0,Neutral
" You're really getting no love with these election fraud tweets. It's sad, but 99% of people, incl friends and family, all watch lamestream media and have no clue what's really going on and therefore think we're delusional. This is the world we live in.",0.5,-0.042727273,Negative
" Not funny CNN is called Fake News; NBC, CBS, PBS, FOX called Lamestream Media. Nothing funny or to make fun of about these people.

Reality is theyre HORRIBLE human beings. Worst kind of evil that exists in mammalian form. With no exaggeration, equal to or worse than KILLERS.",0.731818182,-0.261363636,Negative
"                                                  Voices of reason were few &amp; far between when this began. from observation I noted at least 70%+ went with the gov at the beginning &gt; collectivist action, at the expense of individualism &amp; pragmatism. fear sells &amp; marketing &amp; lamestream media devils filled their manipulation role.",0.5,0.02,Positive
"On November 3rd   won the election with a great landslide with over 100 million votes ☑️  stole the election with death people votes ☑️ with the support of the lamestream media and big tech companies.
Election2020results ElectionIntegrity Trumpwon",0.283333333,0.266666667,Positive
" Yes,I noticed dat,but it's clearly on video &amp; not doctored + undisputed evidence inspite of democraps,lamestream media &amp; deniers.Trump should let the evidence go forward,but call 4 temp Marshall Law 4 a new election with voter reform that includes:voter id,watermarkballots,,cams.",0.418939394,0.118181818,Positive
" Ur anti Christmas bias is right there in your Twitter name: “holiday”. I’m sure big tech will shadow ban this comment bc they’re in cahoots w/ the lamestream media and the socialist communists, but you’re gonna have to come pry my Xmas ham from my cold dead hands. stopthesteal",0.584920635,-0.002857143,Negative
"    What the lamestream media doesnt want you to know is your vote can only count once.  So, if you vote in the run-offs, your vote for President Trump will be voided in the Supreme Court mandated recount Jan 7th.",1,0,Neutral
    I can’t find anything in the article that said what she said was racist. She was clearly talking of the double standard that exists in the lamestream media. Hello? Hello? Anybody home? Think mcfly think.,0.127777778,0.033333333,Positive
LSM: lameStream media ,0,0,Neutral
 LSM: lameStream media,0,0,Neutral
"    Read the facts and quit letting the lamestream media feed you. There have only been 3 cases so tell me, how did Trump lose 30? He didn't.",1,0,Neutral
     I just told you that the lamestream media has coved Bidens ass for over a year they will not put that stuff out one reason why google is being sued....,0,0,Neutral
" Cringe-worthy Question from Lamestream Media....I would give an honest answer if they could give honest News. 
Smh...",0.9,0.6,Positive
"Happy birthday Dr.  - one of the sanest voices on the internet and Lamestream Media. May you keep blowing your opponents out of the water.

Thanks for being the voice of reason in the inane cacophony of the absurd.

 ",0.733333333,0.166666667,Positive
     Yeah like your precious lamestream media or google will put it out there ....🤣🤣🤣,1,0.5,Positive
 ,0,0,Neutral
"🗣Report on this lamestream media,democraps and covid19 fanatics!We hear about the high numbers of cases,but very little on preventive treatments and numbers of survivors,why?Take your Vitamin C and wash your hands people and let yo immune system deal with the rest. ",0.595,-0.041875,Negative
 No one talks of the mental cases going up due to lamestream media unchecked gaslit narratives and subsequent reality shock when they get red pilled with the truth innoculation.!? Peeps are so dumb and gullible still today on this scamdemic. Follow the science? nah follow the $$.,0.225,-0.12,Negative
Wow. Obvious irregularities and we need to stand up to the cheeting. Fuck the lamestream media and there nerrative!! ,0.7,-0.175,Negative
 Had this station bothered at all to employ any investigative journalism or do you just regurgitate what the Lamestream media tells you to. Ya know just like CNN.,0,0,Neutral
" Why are European media and politicians collaborating in silencing this fraud?

Just think about it. They have no partisan justification.

",0,0,Neutral
"   Where did you get your info? From a Democrat rag newspaper or from the lamestream media, who lies to anyone who watches them. CNN boss Jeff Zucker, has been taped doing his CNN AM calls, where he tells everyone what to report &amp; what not. O'Keefe is releasing it next week. Oh boy!",0,0,Neutral
"   Sí, los estadounidenses deberían tener en cuenta qué papel están jugando también los medios y partidos políticos europeos.

Es clarísimo. Están quedando en evidencia.

",0,0,Neutral
"  Where do you get your info? That makes a big difference!! The lamestream media has been lying to you Dem voters or anyone who watches them. They don't want you to know the truth! The Deep State &amp; Dems are hiding their globalist agenda, which is socialism. Read The EPOCH Times!",0.25,0,Neutral
"  I've watched 3 hearings.. PA, AZ &amp; WI. All three had people who witnessed the fraud &amp; some had video, but the lamestream media will never tell Dem voters that. Haven't you figured out what's going on? DEMS WANT TO TAKE OVER AMERICA &amp; MAKE IT A SOCIALIST COUNTRY. Are YOU for that?",0,0,Neutral
"  They thought that bribing d LAMESTREAM MEDIA hooligans, &amp; making them to declare an electoral fraudster a winner was all that was needed to send a rogue, , to the White House. With all these discoveries, where are the Fake-News?
TrumpWonLandslide.
WeMove
MAGA
Biafra ",0,0,Neutral
" FINALLY! He needs to stop watching the lamestream media, and hang out with godly people, who know their Bible.",1,0,Neutral
   Or you could just keep parroting what the lamestream media tells you.,0,0,Neutral
"  POTUS Poopy Pants is so very sadly for us. Deep in selfless thought, he will continue to fight and battle the evil “DEMocracy” in his genius mind 🧠👈 and he shall be victorious in the end (many are sayin’). Reject the lamestream media, only OANN and BREITBART speaks truth! 🤤",0.78,-0.23,Negative
"    I think mainly brainwashed by lamestream media pundits' constant output of propaganda. I know I was for a period, so there is hope.",0.255555556,0.022222222,Positive
"This sounds just like leftists in the US Democrats. The centrists blame us for almost losing to Trump, but it was centrists who lost their seats and leftists who won. No you won't see that on lamestream media. ",0,0,Neutral
  JUST SHOWS THE LAMESTREAM MEDIA  SHUTDOWN OF ALL THINGS TRUMP ....THAT WORRIES ME MORE THAN ANYTHING,0.5,0.5,Positive
